# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 13 14:59:50 2013
#
#rowid	kepid	kepoi_name	koi_pdisposition	koi_disposition	koi_period	koi_time0bk	koi_depth	koi_duration	koi_ingress	koi_impact	koi_incl	koi_sma	koi_eccen	koi_longp	koi_dor	koi_ror	koi_prad	koi_teq	koi_steff	koi_slogg	koi_srad	koi_smet	koi_smass	koi_sage	koi_vet_stat
1383	5302643	K02746.01	FALSE POSITIVE	FALSE POSITIVE	69.20224000	145.9410000	1610	3.9418		1.2500	87.66	0.368	0		34.000000	0.30000	44.00	593.0	7048.00	4.330	1.3400			0.1900	Active
1384	6586746	K02747.01	CANDIDATE	CANDIDATE	6.26400000	132.8315000	409	2.4360		0.0114	89.95	0.060	0		20.400000	0.01837	1.40	758.0	4969.00	4.590	0.7200			13.8000	Active
1385	9962455	K02748.01	CANDIDATE	CANDIDATE	23.19822000	142.6311000	233	9.7251		0.8600	84.80	0.156	0		9.500000	0.01650	1.50	583.0	5694.00	4.570	0.8400			0.4000	Active
1386	9962455	K02748.02	CANDIDATE	CANDIDATE	5.77713800	137.1710000	132	2.4735		0.9100	83.65	0.062	0		8.000000	0.01310	1.20	924.0	5694.00	4.570	0.8400			0.4000	Active
1387	8687088	K02749.01	FALSE POSITIVE	FALSE POSITIVE	0.90504100	132.2136000	34	1.5540		0.0300	89.38	0.019	0		4.700000	0.00610	0.73	2014.0	6020.00	4.380	1.0930				Active
1388	3663173	K02750.01	CANDIDATE	CANDIDATE	174.63360000	184.5340000	2356	15.6361		0.7300	89.38	0.623	0		61.000000	0.04810	3.80	291.0	6116.00	4.740	0.7300				Active
1389	9881077	K02751.01	CANDIDATE	CANDIDATE	24.40012000	135.6321000	899	2.7478		0.7700	88.81	0.142	0		48.000000	0.03100	2.09	420.0	4575.00	4.670	0.6160			13.9000	Active
1390	3097346	K00264.01	FALSE POSITIVE	FALSE POSITIVE	4.02982050	170.6890600	147	3.1685		0.0270	89.95	0.049	0		9.890000	0.01114	1.15	1123.0	5803.00	4.462	0.9430				Active
1391	5717567	K02752.01	FALSE POSITIVE	FALSE POSITIVE	1.28762490	132.4284300	52	0.9043		0.7900	84.80	0.024	0		8.400000	0.01010	1.24	1844.0	6107.00	4.360	1.1200			4.2000	Active
1392	6265792	K02753.01	CANDIDATE	CANDIDATE	0.93512000	132.1960500	63	1.8158		0.0301	89.38	0.019	0		4.320000	0.00966	1.15	2000.0	5983.00	4.360	1.0900			5.7000	Active
1393	10905911	K02754.01	CANDIDATE	CANDIDATE	1.34156000	132.7352000	60	1.5600		0.0145	89.95	0.023	0		6.592000	0.00796	0.77	1510.0	5516.00	4.475	0.8860				Active
1394	10723750	K00209.02	CANDIDATE	CANDIDATE	18.79590900	145.8208500	2403	7.2427		0.5125	88.24	0.146	0		18.100000	0.04630	5.74	792.0	6438.00	4.400	1.1350			0.6800	Active
1395	7219761	K01927.01	FALSE POSITIVE	FALSE POSITIVE	47.76400000	165.0410000	47	4.0834		0.7200	89.38	0.265	0		63.000000	0.00660	1.27	648.0	5696.00	3.980	1.7600			7.6000	Active
1396	5770074	K01928.01	CANDIDATE	CANDIDATE	63.03814000	169.1195000	654	7.6038		0.8100	88.81	0.313	0		39.900000	0.02619	2.80	465.0	6000.00	4.480	0.9700			1.9000	Active
1397	10136549	K01929.01	CANDIDATE	CANDIDATE	9.69303000	132.8155000	138	5.6944		0.8790	82.51	0.090	0		6.600000	0.01256	2.00	1046.0	5900.00	4.120	1.4600			8.2000	Active
1398	10136549	K01929.02	CANDIDATE	CANDIDATE	3.29274300	133.0093000	77	4.9406		0.8060	75.63	0.044	0		3.210000	0.00898	1.43	1497.0	5900.00	4.120	1.4600			8.2000	Active
1399	5511081	K01930.01	CANDIDATE	CANDIDATE	13.72686000	138.7478000	201	7.4166		0.6080	87.09	0.116	0		11.490000	0.01341	2.21	938.0	5897.00	4.120	1.5100			6.5000	Active
1400	5511081	K01930.02	CANDIDATE	CANDIDATE	24.31058000	137.0438000	187	8.8290		0.6230	87.66	0.170	0		16.820000	0.01298	2.14	775.0	5897.00	4.120	1.5100			6.5000	Active
1401	5511081	K01930.03	CANDIDATE	CANDIDATE	44.43150000	143.5344000	240	10.3376		0.6670	88.24	0.254	0		25.100000	0.01492	2.46	634.0	5897.00	4.120	1.5100			6.5000	Active
1402	5511081	K01930.04	CANDIDATE	CANDIDATE	9.34131000	132.3931000	72	5.9257		0.6900	85.37	0.090	0		8.890000	0.00824	1.36	1065.0	5897.00	4.120	1.5100			6.5000	Active
1403	10978763	K01931.01	CANDIDATE	CANDIDATE	4.97767100	134.6667000	289	2.6113		0.8200	84.80	0.056	0		8.900000	0.01745	1.58	956.0	5639.00	4.570	0.8300			0.4000	Active
1404	10978763	K01931.02	CANDIDATE	CANDIDATE	10.55803000	136.3576000	221	3.4440		0.8000	87.09	0.092	0		14.600000	0.01512	1.37	746.0	5639.00	4.570	0.8300			0.4000	Active
1405	10602291	K00210.01	FALSE POSITIVE	FALSE POSITIVE	20.92735700	139.3251400	8062	3.3449		1.0500	87.66	0.151	0		25.000000	0.18200	23.00	741.0	6111.00	4.340	1.1400			4.5000	Active
1406	10978763	K01931.03	CANDIDATE	CANDIDATE	6.98825000	132.5530000	189	3.2955		0.7500	85.94	0.070	0		11.100000	0.01366	1.23	855.0	5639.00	4.570	0.8300			0.4000	Active
1407	5202905	K01932.01	CANDIDATE	CANDIDATE	22.82485000	144.4640000	326	6.8837		0.3800	89.38	0.201	0		24.000000	0.01692	5.20	1361.0	8229.00	3.860	2.8300			0.8000	Active
1408	9072190	K01933.01	CANDIDATE	CANDIDATE	49.10146000	136.4687000	838	6.4415		0.6700	89.38	0.259	0		46.000000	0.02800	2.60	459.0	5736.00	4.560	0.8500			0.4000	Active
1409	4242147	K01934.01	CANDIDATE	CANDIDATE	28.78281000	132.3161000	845	3.4444		0.5300	89.38	0.161	0		56.000000	0.02710	1.75	386.0	4568.00	4.720	0.5920			1.0000	Active
1410	5396122	K01935.01	CANDIDATE	CANDIDATE	15.44427000	138.1663000	2790	2.3379		1.0600	87.09	0.122	0		20.500000	0.13900	10.80	603.0	5658.00	4.730	0.7100				Active
1411	10190777	K01937.01	CANDIDATE	CANDIDATE	1.41122650	132.6417700	400	1.4680		0.8120	79.64	0.021	0		4.600000	0.02073	1.30	1006.0	4368.00	4.700	0.5730			13.6000	Active
1412	9651234	K01938.01	CANDIDATE	CANDIDATE	96.91492000	187.0907000	876	6.2088		0.7000	89.38	0.389	0		89.000000	0.02900	2.30	320.0	5271.00	4.630	0.7400			0.7000	Active
1413	7045496	K01939.01	CANDIDATE	CANDIDATE	13.47488100	133.4857000	722	2.5493		0.7200	88.81	0.106	0		30.000000	0.02640	2.20	648.0	5434.00	4.600	0.7700			0.5000	Active
1414	10005788	K01940.01	CANDIDATE	CANDIDATE	10.99461500	137.3598000	907	1.7371		0.8600	88.24	0.082	0		27.900000	0.03220	2.02	512.0	4379.00	4.700	0.5760			13.9000	Active
1415	11520459	K02226.01	CANDIDATE	CANDIDATE	8.46354000	134.3523000	705	1.4521		0.6700	88.81	0.081	0		35.000000	0.02600	2.60	780.0	5224.00	4.490	0.9300				Active
1416	10600955	K02227.01	CANDIDATE	CANDIDATE	65.64620000	173.3079000	523	4.5971		0.1900	89.95	0.312	0		109.000000	0.02080	2.29	462.0	5818.00	4.400	1.0100			7.0000	Active
1417	10801100	K02228.01	CANDIDATE	CANDIDATE	102.65650000	223.2500000	258	13.9961		0.1910	89.95	0.477	0		55.800000	0.01429	2.10	491.0	6622.00	4.316	1.3480				Active
1418	4473226	K02229.01	CANDIDATE	CANDIDATE	14.83220000	135.4562000	969	3.6702		0.1200	89.95	0.116	0		32.000000	0.02810	2.90	725.0	5764.00	4.460	0.9400			5.7000	Active
1419	8914779	K02230.01	FALSE POSITIVE	FALSE POSITIVE	0.98733140	131.8832000	34	2.8654		1.1700		0.022	0		0.200000	0.17500	47.00	2911.0	6267.00	3.830	2.4400			2.5700	Active
1420	2854181	K02232.01	CANDIDATE	CANDIDATE	101.13370000	210.1803000	1452	4.1873		0.4200	89.95	0.415	0		174.000000	0.03500	3.50	374.0	5736.00	4.490	0.9100			4.5000	Active
1421	8963721	K02233.01	CANDIDATE	CANDIDATE	1.81143400	132.9410000	191	4.5456		0.8670	61.88	0.028	0		1.850000	0.01480	1.63	1506.0	5686.00	4.380	1.0100			10.2000	Active
1422	10723367	K02236.01	CANDIDATE	CANDIDATE	19.98795000	135.5011000	645	3.1400		0.5400	89.38	0.143	0		42.000000	0.02380	2.30	637.0	5826.00	4.540	0.8800			0.4000	Active
1423	10723367	K02236.02	CANDIDATE	CANDIDATE	12.12665000	142.0985000	385	2.4233		0.6400	88.81	0.103	0		30.000000	0.01880	1.80	750.0	5826.00	4.540	0.8800			0.4000	Active
1424	5005121	K02237.01	CANDIDATE	CANDIDATE	76.42410000	164.4730000	596	7.9885		0.9120	88.24	0.360	0		34.500000	0.02710	2.90	439.0	6082.00	4.490	0.9700			0.4000	Active
1425	4833421	K00232.05	CANDIDATE	CANDIDATE	56.25696000	164.2263000	326	8.1388		0.4670	89.38	0.294	0		47.700000	0.01693	1.79	489.0	6102.00	4.490	0.9700			0.3000	Active
1426	8229458	K02238.01	CANDIDATE	CANDIDATE	1.64681900	132.0585000	281	1.2565		0.9000	79.07	0.022	0		4.800000	0.01860	1.07	879.0	4072.00	4.740	0.5270			13.8000	Active
1427	5125347	K02241.01	CANDIDATE	CANDIDATE	7.16518700	132.9694000	490	2.3331		0.9550	83.65	0.074	0		8.800000	0.02590	2.80	981.0	6093.00	4.480	0.9800			1.0000	Active
1428	9336200	K02242.01	CANDIDATE	CANDIDATE	1.75584600	133.1534000	357	1.8073		0.2600	88.24	0.028	0		7.300000	0.01720	1.51	1313.0	5545.00	4.580	0.8100			0.6000	Active
1429	4770617	K02243.01	CANDIDATE	CANDIDATE	5.18545800	132.3329000	245	3.9163		0.4800	87.09	0.060	0		9.100000	0.01479	1.59	1101.0	6158.00	4.480	0.9900			0.3000	Active
1430	4454934	K02245.01	CANDIDATE	CANDIDATE	33.47025000	140.1477000	411	4.5565		0.8400	88.81	0.201	0		33.000000	0.02110	2.60	615.0	5900.00	4.330	1.1200			7.6000	Active
1431	9458343	K02246.01	CANDIDATE	CANDIDATE	11.89534000	132.8841000	198	3.5681		0.7900	87.09	0.104	0		16.300000	0.01420	1.48	809.0	6056.00	4.500	0.9500			0.3000	Active
1432	7802719	K02247.01	CANDIDATE	CANDIDATE	4.45735600	132.1694000	200	2.4731		0.6200	86.52	0.046	0		11.000000	0.01340	0.89	730.0	4544.00	4.670	0.6100			13.8000	Active
1433	11030475	K02248.01	CANDIDATE	CANDIDATE	2.81812500	132.2537000	324	1.8963		0.7200	84.80	0.037	0		8.200000	0.01770	1.45	1052.0	5294.00	4.610	0.7500			2.3000	Active
1434	11030475	K02248.02	CANDIDATE	CANDIDATE	9.49096000	131.4972000	302	1.9395		0.8910	87.09	0.083	0		18.500000	0.01900	1.56	702.0	5294.00	4.610	0.7500			2.3000	Active
1435	11030475	K02248.03	CANDIDATE	CANDIDATE	0.76194800	132.7843000	180	1.4051		0.6100	79.64	0.015	0		3.400000	0.01277	1.05	1652.0	5294.00	4.610	0.7500			2.3000	Active
1436	5023956	K00233.01	FALSE POSITIVE	FALSE POSITIVE	1.82464440	147.4827100	5595	2.9414		1.3900	34.95	0.031	0		1.690000	0.47000	55.00	1639.0	6326.00	4.440	1.0700			0.2500	Active
1437	3001885	K02540.01	FALSE POSITIVE	FALSE POSITIVE	2.67592200	133.7128000	379	2.0382		0.7800	83.08	0.035	0		6.300000	0.02600	2.30	982.0	4570.00	4.500	0.8300				Active
1438	12306058	K02541.01	CANDIDATE	CANDIDATE	7.41682000	137.9603000	74	6.8386		0.6190	84.80	0.078	0		6.640000	0.00819	2.16	1279.0	5214.00	3.740	2.4100			5.7000	Active
1439	6183511	K02542.01	CANDIDATE	CANDIDATE	0.72731500	132.3757000	283	1.2613		0.8800	69.33	0.013	0		2.500000	0.01920	1.02	1001.0	3716.00	4.760	0.4850			13.8000	Active
1440	12469800	K02543.01	CANDIDATE	CANDIDATE	1.30199300	131.9443000	329	1.4482		0.5600	84.22	0.021	0		5.900000	0.01690	1.36	1331.0	5085.00	4.580	0.7390			10.9000	Active
1441	8676148	K02544.01	CANDIDATE	CANDIDATE	28.62525000	158.1177000	618	4.7325		0.7500	88.81	0.180	0		32.000000	0.02480	2.30	542.0	5679.00	4.560	0.8400			1.0000	Active
1442	9696358	K02545.01	CANDIDATE	CANDIDATE	6.98158000	132.7643000	33	5.7133		0.7170	83.65	0.075	0		6.600000	0.00568	0.78	1139.0	6321.00	4.300	1.2500			3.1200	Active
1443	5039129	K02546.01	FALSE POSITIVE	FALSE POSITIVE	1.31971000	132.0533100	94	2.4086		0.0304	89.38	0.025	0		4.246000	0.01192	1.38	1807.0	6299.00	4.450	1.0600			0.3000	Active
1444	4484336	K02547.01	CANDIDATE	CANDIDATE	8.94326000	137.3027000	200	2.5520		0.1900	89.38	0.086	0		27.000000	0.01300	1.57	973.0	6134.00	4.370	1.1100			3.5000	Active
1445	9580167	K02548.01	CANDIDATE	CANDIDATE	0.82716600	132.0754000	155	1.3700		0.6900	78.50	0.016	0		3.500000	0.01210	0.93	1372.0	4696.00	4.640	0.7000				Active
1446	9757613	K00250.01	CANDIDATE	CONFIRMED	12.28307800	170.3965400	2864	2.8563		0.4750	89.38	0.090	0		30.700000	0.04893	3.08	501.0	4486.00	4.720	0.5770			5.2000	Active
1447	10679583	K02549.01	FALSE POSITIVE	FALSE POSITIVE	3.54793000	133.7774000	209	2.6072		0.0294	89.95	0.044	0		10.620000	0.01547	1.31	1007.0	5437.00	4.600	0.7750			0.5000	Active
1448	11622985	K02550.01	CANDIDATE	CANDIDATE	18.02447000	144.2763000	423	3.6343		0.1400	89.95	0.136	0		38.000000	0.01870	1.87	681.0	5952.00	4.520	0.9200			0.3000	Active
1449	11361283	K02551.01	CANDIDATE	CANDIDATE	16.48002000	142.9206000	510	3.4567		0.4300	89.38	0.113	0		34.000000	0.02300	1.70	528.0	4872.00	4.620	0.6810			11.3000	Active
1450	8757824	K02552.01	CANDIDATE	CANDIDATE	3.65695300	134.9523000	99	2.0148		0.8900	82.51	0.048	0		6.800000	0.01070	1.22	1290.0	6269.00	4.450	1.0400			0.4000	Active
1451	9832208	K02553.01	CANDIDATE	CANDIDATE	88.07080000	214.5160000	897	6.9930		0.0242	89.95	0.358	0		99.000000	0.02650	1.99	310.0	5070.00	4.660	0.6890			0.7000	Active
1452	10471621	K02554.01	CANDIDATE	CANDIDATE	39.75719000	150.5952000	805	1.7280		0.9500	89.38	0.198	0		71.000000	0.03360	2.24	354.0	4575.00	4.680	0.6100			10.6000	Active
1453	10471621	K02554.02	CANDIDATE	CANDIDATE	10.27152000	135.1674000	293	2.7633		0.0000	89.95	0.080	0		28.800000	0.01550	1.03	557.0	4575.00	4.680	0.6100			10.6000	Active
1454	5350244	K02555.01	CANDIDATE	CANDIDATE	12.57144000	143.0970000	85	5.0372		0.7100	87.09	0.112	0		13.800000	0.00908	1.18	931.0	6482.00	4.360	1.1900			1.2500	Active
1455	5374403	K02556.01	CANDIDATE	CANDIDATE	40.83640000	152.8759000	244	5.1979		0.5100	89.38	0.229	0		53.000000	0.01460	1.37	491.0	5744.00	4.550	0.8600			0.8000	Active
1456	10925113	K02557.01	FALSE POSITIVE	FALSE POSITIVE	11.77601000	142.7060000	240	2.7013		0.7200	88.24	0.097	0		24.000000	0.01770	1.49	608.0	4905.00	4.610	0.7700				Active
1457	9757613	K00250.02	CANDIDATE	CONFIRMED	17.25104800	149.8891000	1936	2.1911		0.8280	88.81	0.112	0		38.500000	0.04670	2.94	449.0	4486.00	4.720	0.5770			5.2000	Active
1458	5307858	K02558.01	FALSE POSITIVE	FALSE POSITIVE	1.86728480	132.0780000	1645	5.3752		1.3000		0.030	0		0.690000	0.35000	31.00	1347.0	5872.00	4.640	0.8100				Active
1459	3545135	K02755.01	CANDIDATE	CANDIDATE	8.48286500	132.9758000	77	2.5649		0.8300	86.52	0.082	0		14.700000	0.01010	1.08	914.0	5995.00	4.460	0.9800			2.5000	Active
1460	6964929	K02756.01	CANDIDATE	CANDIDATE	0.66502000	131.6595000	109	1.6748		0.0584	88.81	0.015	0		3.499000	0.01428	1.42	2038.0	5931.00	4.530	0.9100			0.4000	Active
1461	6432345	K02757.01	CANDIDATE	CANDIDATE	234.63270000	172.6477000	916	7.3190		0.7200	89.95	0.721	0		187.000000	0.03000	3.20	294.0	5717.00	4.410	0.9800			8.5000	Active
1462	8703129	K02758.01	FALSE POSITIVE	FALSE POSITIVE	253.36470000	235.7517000	1041	25.9680		0.7300	89.38	0.990	0		59.900000	0.03200	22.20	573.0	5133.00	3.140	6.3400			1.0960	Active
1463	11076400	K02759.01	CANDIDATE	CANDIDATE	1.07809090	132.0334300	147	0.9745		0.2300	89.38	0.018	0		17.000000	0.01950	1.50	1350.0	4905.00	4.600	0.7000			14.0000	Active
1464	7877978	K02760.01	CANDIDATE	CANDIDATE	56.57372000	146.5715000	675	4.0246		0.9270	88.81	0.249	0		48.000000	0.03010	2.04	319.0	4588.00	4.670	0.6190			13.8000	Active
1465	7903086	K02761.01	FALSE POSITIVE	FALSE POSITIVE	1.84686000	131.9035000	469	1.6281		0.0803	89.38	0.029	0		10.646000	0.02574	2.25	1246.0	5380.00	4.620	0.8000				Active
1466	12024120	K00265.01	CANDIDATE	CANDIDATE	3.56806500	169.7468000	96	3.4310		0.8160	80.21	0.048	0		4.810000	0.01001	1.29	1320.0	6040.00	4.360	1.1800			2.9000	Active
1467	8210018	K02762.01	CANDIDATE	CANDIDATE	132.99550000	258.3913000	1142	7.1784		0.1700	89.95	0.445	0		144.000000	0.03000	1.93	230.0	4535.00	4.720	0.5860			1.0000	Active
1468	3834322	K02763.01	CANDIDATE	CANDIDATE	0.49843000	131.5709000	229	0.9879		0.0255	89.38	0.011	0		3.950000	0.01510	1.08	1612.0	4739.00	4.640	0.6540			13.5000	Active
1469	10073672	K02764.01	CANDIDATE	CANDIDATE	2.25301000	132.2318000	457	1.6254		0.2346	88.81	0.028	0		12.410000	0.02341	1.91	911.0	3996.00	4.460	0.7500				Active
1470	11188249	K02765.01	FALSE POSITIVE	FALSE POSITIVE	2.75517000	133.4091000	78	3.4675		0.0384	89.38	0.038	0		6.450000	0.00994	1.11	1358.0	5923.00	4.416	1.0260				Active
1471	10005788	K01940.02	CANDIDATE	CANDIDATE	6.73680000	136.4040000	142	2.3637		0.4100	88.81	0.059	0		20.100000	0.01080	0.68	604.0	4379.00	4.700	0.5760			13.9000	Active
1472	10656508	K00211.01	CANDIDATE	CANDIDATE	124.00000000	136.0139800	7828	4.8379		0.0020	89.95	0.506	0		211.487124	0.07980	9.60	410.0	6298.00	4.400	1.1000			1.4900	Active
1473	5213902	K01941.01	FALSE POSITIVE	FALSE POSITIVE	1.19481000	132.1840000	190	1.4690		0.0459	89.38	0.023	0		6.443000	0.01453	1.62	1824.0	6206.00	4.460	1.0200			0.5000	Active
1474	2832589	K01942.01	CANDIDATE	CANDIDATE	10.84981300	136.7413000	999	3.7848		0.9100	85.37	0.090	0		10.900000	0.03610	2.85	651.0	5214.00	4.640	0.7200			0.6000	Active
1475	2438513	K01944.01	CANDIDATE	CANDIDATE	12.18411800	139.0601000	504	3.4242		0.9770	83.65	0.115	0		8.700000	0.02800	6.00	1146.0	6286.00	3.980	1.9700			3.1000	Active
1476	2438513	K01944.02	FALSE POSITIVE	FALSE POSITIVE	8.36048000	138.8257000	128	6.7903		0.7130	84.22	0.089	0		6.790000	0.01124	2.41	1303.0	6286.00	3.980	1.9700			3.1000	Active
1477	11656918	K01945.01	CANDIDATE	CANDIDATE	62.14020000	161.1393000	865	4.4408		0.8000	89.38	0.292	0		69.000000	0.03010	2.70	399.0	5434.00	4.550	0.8100			5.3000	Active
1478	11656918	K01945.02	CANDIDATE	CANDIDATE	17.11855000	136.1913000	246	1.7227		0.9400	88.24	0.123	0		29.000000	0.01850	1.60	615.0	5434.00	4.550	0.8100			5.3000	Active
1479	10844890	K01946.01	CANDIDATE	CANDIDATE	8.29476900	133.5048000	501	2.4666		0.7000	87.66	0.081	0		19.200000	0.02180	2.32	848.0	5540.00	4.470	0.9800				Active
1480	9536692	K01948.01	FALSE POSITIVE	FALSE POSITIVE	26.63553000	155.5501000	1419	4.2245		1.0400	85.37	0.160	0		13.300000	0.10100	8.60	502.0	5152.00	4.540	0.7800			13.7000	Active
1481	3118797	K01950.01	CANDIDATE	CANDIDATE	66.41590000	188.1360000	2074	6.9950		0.0100	89.95	0.313	0		75.000000	0.04080	3.30	352.0	5186.00	4.670	0.7400				Active
1482	7747425	K01952.01	CANDIDATE	CANDIDATE	8.01035000	135.3174000	273	4.3884		0.8150	84.80	0.079	0		8.530000	0.01692	1.87	946.0	6000.00	4.430	1.0100			3.6000	Active
1483	6300348	K00212.01	CANDIDATE	CANDIDATE	5.69590130	139.2308600	4884	3.5762		0.0300	89.95	0.064	0		12.900000	0.06350	6.40	977.0	5843.00	4.540	0.9200				Active
1484	7747425	K01952.02	CANDIDATE	CANDIDATE	27.66496000	143.8765000	322	6.2363		0.8410	87.66	0.180	0		19.500000	0.01867	2.06	627.0	6000.00	4.430	1.0100			3.6000	Active
1485	7747425	K01952.03	CANDIDATE	CANDIDATE	5.19550000	132.7283000	124	3.7941		0.8100	82.51	0.059	0		6.390000	0.01135	1.25	1095.0	6000.00	4.430	1.0100			3.6000	Active
1486	7747425	K01952.04	CANDIDATE	CANDIDATE	42.46990000	146.3050000	291	6.4435		0.8780	88.24	0.239	0		25.900000	0.01821	2.01	544.0	6000.00	4.430	1.0100			3.6000	Active
1487	9892816	K01955.01	CANDIDATE	CANDIDATE	15.17018900	132.6668000	236	4.2185		0.9214	85.37	0.127	0		11.850000	0.01678	2.06	849.0	6464.00	4.410	1.1200			0.2400	Active
1488	9892816	K01955.02	CANDIDATE	CANDIDATE	39.45988000	136.4553000	276	8.1887		0.8150	87.66	0.241	0		22.400000	0.01695	2.08	616.0	6464.00	4.410	1.1200			0.2400	Active
1489	9836149	K01958.01	CANDIDATE	CANDIDATE	17.81563000	134.4875000	840	3.4131		0.7800	88.24	0.135	0		27.000000	0.02920	2.94	688.0	5969.00	4.520	0.9200			0.4000	Active
1490	4813563	K01959.01	CANDIDATE	CANDIDATE	36.51567000	151.2919000	859	3.6103		0.7200	89.38	0.192	0		57.000000	0.02900	2.20	407.0	4867.00	4.610	0.6900			13.9000	Active
1491	11030475	K02248.04	CANDIDATE	CANDIDATE	2.64623500	132.6651000	168	1.9024		0.6900	84.80	0.035	0		7.900000	0.01270	1.04	1082.0	5294.00	4.610	0.7500			2.3000	Active
1492	5942808	K02250.01	CANDIDATE	CANDIDATE	2.93536200	136.1831000	924	1.4844		0.8400	84.80	0.038	0		9.000000	0.03200	3.10	1003.0	4749.00	4.490	0.8700				Active
1493	6206214	K02252.01	CANDIDATE	CANDIDATE	13.53996000	143.1396000	125	4.5741		0.7100	87.66	0.117	0		16.200000	0.01102	1.58	940.0	6367.00	4.270	1.3100			3.1400	Active
1494	8959839	K02253.01	CANDIDATE	CANDIDATE	22.70801000	133.7199000	290	3.6957		0.8900	87.66	0.161	0		23.000000	0.01840	2.00	680.0	6168.00	4.470	1.0000			0.5000	Active
1495	7672097	K02255.01	CANDIDATE	CANDIDATE	7.97083000	136.5345000	458	3.0007		0.6500	87.66	0.077	0		16.000000	0.02060	1.95	857.0	5796.00	4.550	0.8700			0.4000	Active
1496	9112931	K02256.01	CANDIDATE	CANDIDATE	10.71243000	137.1700000	1069	2.7223		0.6500	88.24	0.083	0		24.000000	0.03140	2.70	579.0	4226.00	4.460	0.8000				Active
1497	9071593	K02257.01	CANDIDATE	CANDIDATE	32.56281000	163.4690000	648	5.9669		0.9020	87.66	0.193	0		20.600000	0.02820	2.50	498.0	5540.00	4.590	0.8000			0.5000	Active
1498	8126558	K02259.01	CANDIDATE	CANDIDATE	12.19155700	136.3298000	689	2.2575		0.0260	89.95	0.098	0		46.600000	0.02491	2.60	751.0	5480.00	4.410	0.9400			13.5000	Active
1499	11811193	K02260.01	CANDIDATE	CANDIDATE	6.11798200	133.6124000	63	3.8114		0.7640	84.80	0.069	0		8.100000	0.00793	0.97	1143.0	6437.00	4.410	1.1200			0.2900	Active
1500	3734418	K02261.01	CANDIDATE	CANDIDATE	3.97603200	133.6182000	182	2.2563		0.3200	88.81	0.045	0		13.000000	0.01217	1.05	957.0	5179.00	4.530	0.7900			13.9000	Active
1501	8491277	K00234.01	CANDIDATE	CANDIDATE	9.61371600	132.1865000	786	4.5636		0.0700	89.95	0.088	0		16.500000	0.02544	3.00	923.0	5945.00	4.360	1.0900			6.5000	Active
1502	3734418	K02261.02	CANDIDATE	CANDIDATE	6.62558000	136.1654000	94	2.0033		0.7100	87.66	0.063	0		18.200000	0.00950	0.82	808.0	5179.00	4.530	0.7900			13.9000	Active
1503	8613535	K02263.01	CANDIDATE	CANDIDATE	29.96828000	147.8625000	304	6.6515		0.6400	88.81	0.196	0		27.000000	0.01693	1.90	628.0	6225.00	4.460	1.0300			0.3000	Active
1504	12256520	K02264.01	CANDIDATE	CANDIDATE	33.24201000	143.4517000	344	4.5313		0.8800	88.24	0.192	0		28.000000	0.02000	2.20	559.0	5560.00	4.370	1.0000			13.0000	Active
1505	3337432	K02265.01	FALSE POSITIVE	FALSE POSITIVE	2.97607700	132.9658000	85	3.6037		0.8700	74.48	0.040	0		3.200000	0.01210	1.33	1301.0	5890.00	4.429	1.0030				Active
1506	10489345	K02266.01	CANDIDATE	CANDIDATE	1.00396500	132.0859000	436	1.6527		0.8300	73.91	0.019	0		2.900000	0.02180	2.07	1429.0	4778.00	4.490	0.8700				Active
1507	11774303	K02269.01	CANDIDATE	CANDIDATE	0.61407470	132.4713700	349	1.0865		0.4400	83.65	0.015	0		4.000000	0.01740	2.12	2445.0	6438.00	4.420	1.1100			0.2600	Active
1508	10329469	K02271.01	CANDIDATE	CANDIDATE	55.82280000	169.0350000	860	5.4969		0.6400	89.38	0.267	0		63.000000	0.02800	2.20	371.0	5159.00	4.640	0.7100			0.6000	Active
1509	9654875	K02272.01	CANDIDATE	CANDIDATE	1.34136400	132.7215000	40	7.0694		0.6110	64.17	0.029	0		1.400000	0.00584	1.50	2980.0	7497.00	3.940	2.3500			1.2300	Active
1510	9717943	K02273.01	CANDIDATE	CANDIDATE	6.11012200	136.9098000	60	2.3853		0.8200	85.94	0.067	0		11.400000	0.00793	1.04	1153.0	6162.00	4.310	1.2100			4.3000	Active
1511	7960980	K02274.01	CANDIDATE	CANDIDATE	9.98965000	133.7611000	960	3.7349		0.6600	87.66	0.088	0		16.100000	0.02990	2.40	646.0	5065.00	4.660	0.7400				Active
1512	6605493	K02559.01	CANDIDATE	CANDIDATE	9.30955000	136.4156000	103	3.4903		0.0400	89.95	0.089	0		20.600000	0.00928	1.00	898.0	6123.00	4.480	0.9800			0.4000	Active
1513	4670217	K02560.01	CANDIDATE	CANDIDATE	18.12074000	134.1770000	558	3.8005		0.9430	86.52	0.128	0		15.000000	0.02840	2.77	553.0	4736.00	4.470	0.9000				Active
1514	7259298	K02561.01	CANDIDATE	CANDIDATE	3.23942500	133.9778000	84	2.5718		0.9240	76.78	0.044	0		4.050000	0.01010	1.08	1269.0	6110.00	4.490	0.9800			0.3000	Active
1515	10415227	K02562.01	FALSE POSITIVE	FALSE POSITIVE	2.93237000	133.7499000	172	3.3584		0.5300	84.80	0.041	0		5.800000	0.01670	1.80	1315.0	6111.00	4.490	0.9800			0.3000	Active
